identificador,p_desercion,resultado_modelo
147830,0.0427,No deserta
147821,0.7927,Deserta
147826,0.7832,Deserta
147825,0.129,No deserta
147823,0.0486,No deserta
147828,0.0495,No deserta
147822,0.8311,Deserta
147832,0.0075,No deserta
147835,0.4654,No deserta
147839,0.9309,Deserta
147837,0.2649,No deserta
147836,0.3549,No deserta
147843,0.556,Deserta
147834,0.8342,Deserta
147842,0.7953,Deserta
147840,0.849,Deserta
147849,0.0816,No deserta
147848,0.6076,Deserta
147851,0.0431,No deserta
147847,0.0377,No deserta
147852,0.8709,Deserta
147846,0.7107,Deserta
147855,0.1048,No deserta
147858,0.0221,No deserta
147856,0.0258,No deserta
147866,0.9618,Deserta
147936,0.9115,Deserta
147995,0.964,Deserta
147997,0.881,Deserta
148000,0.8608,Deserta
147996,0.9528,Deserta
148051,0.0331,No deserta
148053,0.9661,Deserta
148054,0.0912,No deserta
148111,0.9638,Deserta
148120,0.8431,Deserta
148195,0.8184,Deserta
148237,0.9534,Deserta
148315,0.2682,No deserta
148388,0.704,Deserta
148543,0.8236,Deserta
148645,0.8688,Deserta
148756,0.9739,Deserta
148965,0.0743,No deserta
149034,0.0164,No deserta
149035,0.8822,Deserta
149049,0.973,Deserta
149118,0.0729,No deserta
149168,0.7045,Deserta
149170,0.6563,Deserta
149169,0.8426,Deserta
149275,0.011,No deserta
149277,0.6372,Deserta
149276,0.8797,Deserta
149280,0.0523,No deserta
149279,0.899,Deserta
149278,0.8697,Deserta
149282,0.81,Deserta
149284,0.9569,Deserta
149283,0.2884,No deserta
149390,0.0707,No deserta
149402,0.8877,Deserta
149406,0.9735,Deserta
149404,0.9352,Deserta
149403,0.8496,Deserta
149657,0.7451,Deserta
149655,0.8561,Deserta
149654,0.9612,Deserta
149659,0.8514,Deserta
149660,0.886,Deserta
149661,0.7712,Deserta
149662,0.8058,Deserta
149658,0.1003,No deserta
149665,0.9633,Deserta
149667,0.9605,Deserta
149668,0.9582,Deserta
149666,0.6316,Deserta
149673,0.9762,Deserta
149674,0.164,No deserta
149671,0.9763,Deserta
149669,0.9564,Deserta
149672,0.061,No deserta
149797,0.9531,Deserta
149796,0.3953,No deserta
149795,0.8465,Deserta
149798,0.0541,No deserta
149800,0.8379,Deserta
149802,0.1552,No deserta
149845,0.3045,No deserta
149846,0.0489,No deserta
149847,0.0968,No deserta
149849,0.0394,No deserta
150074,0.6638,Deserta
150073,0.2782,No deserta
150078,0.8555,Deserta
150083,0.3598,No deserta
150076,0.6401,Deserta
150081,0.9101,Deserta
150086,0.9653,Deserta
150084,0.0411,No deserta
150085,0.9324,Deserta
150087,0.9212,Deserta
150465,0.822,Deserta
150467,0.9097,Deserta
150488,0.6522,Deserta
150489,0.0331,No deserta
150491,0.7532,Deserta
150503,0.8563,Deserta
150717,0.8163,Deserta
150745,0.1017,No deserta
150757,0.648,Deserta
150765,0.0199,No deserta
150804,0.7475,Deserta
150897,0.6712,Deserta
150921,0.0793,No deserta
150951,0.6581,Deserta
151021,0.5252,Deserta
151226,0.7746,Deserta
151248,0.9226,Deserta
151403,0.1132,No deserta
151409,0.0491,No deserta
151411,0.3003,No deserta
151481,0.0259,No deserta
151510,0.8434,Deserta
151627,0.3362,No deserta
151629,0.1194,No deserta
151630,0.8197,Deserta
151652,0.8582,Deserta
151656,0.0264,No deserta
151657,0.757,Deserta
151660,0.0301,No deserta
151663,0.0223,No deserta
151659,0.0337,No deserta
151662,0.0449,No deserta
151654,0.3469,No deserta
151661,0.0738,No deserta
151653,0.7625,Deserta
151655,0.0161,No deserta
151668,0.9483,Deserta
151667,0.1037,No deserta
151666,0.9603,Deserta
151664,0.9112,Deserta
151749,0.0792,No deserta
151753,0.1742,No deserta
151754,0.4141,No deserta
151884,0.0758,No deserta
151886,0.5696,Deserta
151887,0.8525,Deserta
151911,0.0332,No deserta
151914,0.0872,No deserta
151915,0.9334,Deserta
151916,0.1634,No deserta
152007,0.9257,Deserta
152068,0.1439,No deserta
152070,0.4743,No deserta
152130,0.9384,Deserta
152131,0.905,Deserta
152128,0.6908,Deserta
152132,0.8395,Deserta
152246,0.7024,Deserta
152267,0.0632,No deserta
152268,0.0922,No deserta
152289,0.1284,No deserta
152291,0.8066,Deserta
152290,0.0716,No deserta
152307,0.1812,No deserta
152345,0.5289,Deserta
152385,0.5742,Deserta
152387,0.6827,Deserta
152386,0.0514,No deserta
152388,0.9742,Deserta
152422,0.8261,Deserta
152421,0.9584,Deserta
152425,0.9494,Deserta
152423,0.7538,Deserta
152424,0.1257,No deserta
152498,0.8093,Deserta
152497,0.3991,No deserta
152502,0.8555,Deserta
152500,0.8817,Deserta
152503,0.0582,No deserta
152501,0.1028,No deserta
152534,0.2395,No deserta
152536,0.1089,No deserta
152565,0.7712,Deserta
152569,0.5399,Deserta
152566,0.1252,No deserta
152568,0.0924,No deserta
152632,0.0732,No deserta
152634,0.9629,Deserta
152633,0.1723,No deserta
152637,0.0394,No deserta
152639,0.1079,No deserta
152676,0.8927,Deserta
152677,0.8611,Deserta
152678,0.186,No deserta
152715,0.9204,Deserta
152716,0.1111,No deserta
152718,0.86,Deserta
152755,0.551,Deserta
152758,0.9231,Deserta
152756,0.6375,Deserta
152754,0.9113,Deserta
152759,0.2366,No deserta
152762,0.9569,Deserta
152761,0.7003,Deserta
152813,0.292,No deserta
152810,0.94,Deserta
152812,0.8739,Deserta
152838,0.8839,Deserta
152839,0.8636,Deserta
152841,0.8987,Deserta
152843,0.0611,No deserta
152847,0.5406,Deserta
152854,0.0752,No deserta
152856,0.8818,Deserta
152870,0.8789,Deserta
152871,0.072,No deserta
152889,0.0202,No deserta
152888,0.0723,No deserta
152906,0.0933,No deserta
152904,0.9174,Deserta
152905,0.939,Deserta
152950,0.6741,Deserta
152949,0.5914,Deserta
152993,0.7424,Deserta
152999,0.8485,Deserta
153036,0.7205,Deserta
153038,0.8199,Deserta
153039,0.7888,Deserta
153076,0.6973,Deserta
153077,0.0326,No deserta
153103,0.9496,Deserta
153114,0.6901,Deserta
153153,0.379,No deserta
153149,0.9173,Deserta
153152,0.8646,Deserta
153151,0.5826,Deserta
153147,0.7539,Deserta
153150,0.1191,No deserta
153146,0.3199,No deserta
153154,0.0403,No deserta
153217,0.8933,Deserta
153218,0.9575,Deserta
153221,0.9596,Deserta
153210,0.0931,No deserta
153214,0.9578,Deserta
153213,0.0173,No deserta
153220,0.1112,No deserta
153215,0.9636,Deserta
153345,0.7006,Deserta
153343,0.8137,Deserta
153342,0.0281,No deserta
153347,0.7264,Deserta
153344,0.1149,No deserta
153351,0.7292,Deserta
153348,0.8897,Deserta
153363,0.0116,No deserta
153358,0.0209,No deserta
153357,0.0106,No deserta
153354,0.0344,No deserta
153356,0.7359,Deserta
153360,0.1228,No deserta
153361,0.0232,No deserta
153355,0.8411,Deserta
153374,0.1986,No deserta
153409,0.4244,No deserta
153410,0.2461,No deserta
153403,0.8701,Deserta
153407,0.8452,Deserta
153402,0.5773,Deserta
153412,0.9399,Deserta
153413,0.0383,No deserta
153414,0.846,Deserta
153435,0.5935,Deserta
153478,0.6863,Deserta
153476,0.1731,No deserta
153473,0.9418,Deserta
153489,0.0759,No deserta
153488,0.9429,Deserta
153483,0.4018,No deserta
153479,0.0502,No deserta
153482,0.417,No deserta
153491,0.9107,Deserta
153487,0.0243,No deserta
153486,0.8601,Deserta
153485,0.0527,No deserta
153484,0.2782,No deserta
153539,0.8419,Deserta
153543,0.8903,Deserta
153538,0.0793,No deserta
153540,0.279,No deserta
153541,0.255,No deserta
153565,0.0434,No deserta
153635,0.13,No deserta
153634,0.944,Deserta
153633,0.9453,Deserta
153632,0.3264,No deserta
153636,0.0294,No deserta
153751,0.0194,No deserta
153747,0.2549,No deserta
153750,0.0494,No deserta
153748,0.8664,Deserta
153746,0.856,Deserta
153752,0.0938,No deserta
153826,0.8805,Deserta
153921,0.1082,No deserta
153922,0.1153,No deserta
153923,0.1063,No deserta
153925,0.9654,Deserta
154034,0.5801,Deserta
154061,0.4896,No deserta
154065,0.4314,No deserta
154066,0.9335,Deserta
154301,0.0146,No deserta
154302,0.6975,Deserta
154308,0.9266,Deserta
154305,0.1349,No deserta
154306,0.146,No deserta
154304,0.7089,Deserta
154526,0.0457,No deserta
154543,0.2503,No deserta
154591,0.8995,Deserta
154626,0.8829,Deserta
154994,0.3556,No deserta
154993,0.761,Deserta
154996,0.7292,Deserta
155078,0.3802,No deserta
155077,0.021,No deserta
155079,0.008,No deserta
155081,0.0114,No deserta
155084,0.1244,No deserta
155085,0.8328,Deserta
155088,0.5205,Deserta
155087,0.9338,Deserta
155086,0.072,No deserta
155198,0.5375,Deserta
155194,0.7048,Deserta
155190,0.7126,Deserta
155195,0.0564,No deserta
155191,0.0432,No deserta
155197,0.2778,No deserta
155200,0.6862,Deserta
155201,0.0437,No deserta
155295,0.5177,Deserta
155302,0.2043,No deserta
155299,0.0091,No deserta
155297,0.2343,No deserta
155296,0.7526,Deserta
155305,0.9396,Deserta
155301,0.0366,No deserta
155298,0.0299,No deserta
155304,0.017,No deserta
155292,0.6735,Deserta
155312,0.0687,No deserta
155310,0.9548,Deserta
155311,0.8477,Deserta
155308,0.7892,Deserta
155313,0.4863,No deserta
155315,0.4659,No deserta
155320,0.8359,Deserta
155318,0.7814,Deserta
155323,0.3591,No deserta
155321,0.9607,Deserta
155319,0.0357,No deserta
155322,0.515,Deserta
155614,0.2973,No deserta
155613,0.6612,Deserta
155655,0.6049,Deserta
155753,0.7632,Deserta
155751,0.0749,No deserta
155757,0.8919,Deserta
155754,0.8358,Deserta
155758,0.91,Deserta
155764,0.9523,Deserta
155875,0.1408,No deserta
155867,0.0577,No deserta
155876,0.0327,No deserta
155877,0.1772,No deserta
155866,0.7584,Deserta
155871,0.1093,No deserta
155873,0.661,Deserta
155872,0.6825,Deserta
155884,0.033,No deserta
155880,0.7529,Deserta
155879,0.913,Deserta
155881,0.7299,Deserta
155878,0.9693,Deserta
155882,0.9117,Deserta
156266,0.7942,Deserta
156268,0.7956,Deserta
156267,0.0188,No deserta
156265,0.0656,No deserta
156263,0.1292,No deserta
156318,0.8661,Deserta
156379,0.9429,Deserta
156382,0.7578,Deserta
156383,0.6309,Deserta
156392,0.3504,No deserta
156403,0.087,No deserta
156504,0.6092,Deserta
156501,0.9089,Deserta
156502,0.0125,No deserta
156511,0.155,No deserta
156503,0.2341,No deserta
156505,0.5821,Deserta
156509,0.401,No deserta
156507,0.4852,No deserta
156508,0.9594,Deserta
156580,0.531,Deserta
156669,0.0462,No deserta
156696,0.9718,Deserta
156717,0.4564,No deserta
156784,0.1388,No deserta
156785,0.9006,Deserta
156787,0.6235,Deserta
156788,0.8339,Deserta
156792,0.7261,Deserta
156789,0.3858,No deserta
156979,0.2808,No deserta
156983,0.1005,No deserta
157036,0.4036,No deserta
157035,0.9519,Deserta
157034,0.3023,No deserta
157096,0.0622,No deserta
157095,0.8188,Deserta
157334,0.9205,Deserta
157363,0.9625,Deserta
157364,0.9011,Deserta
157397,0.8994,Deserta
157528,0.54,Deserta
157529,0.8864,Deserta
157530,0.7194,Deserta
157533,0.7896,Deserta
157534,0.7886,Deserta
157598,0.9511,Deserta
157665,0.0152,No deserta
157668,0.2866,No deserta
157671,0.8561,Deserta
157672,0.0521,No deserta
157675,0.3091,No deserta
157686,0.692,Deserta
157687,0.0481,No deserta
157689,0.8051,Deserta
157758,0.2028,No deserta
157993,0.8863,Deserta
158134,0.6279,Deserta
158135,0.183,No deserta
158130,0.9156,Deserta
158131,0.0197,No deserta
158136,0.786,Deserta
158133,0.0332,No deserta
158145,0.0553,No deserta
158144,0.0186,No deserta
158142,0.8646,Deserta
158138,0.0184,No deserta
158137,0.0721,No deserta
158139,0.9318,Deserta
158143,0.0386,No deserta
158160,0.9567,Deserta
158157,0.6788,Deserta
158161,0.9576,Deserta
158163,0.9364,Deserta
158158,0.1284,No deserta
158156,0.0814,No deserta
158159,0.2622,No deserta
158175,0.7146,Deserta
158173,0.8999,Deserta
158165,0.9403,Deserta
158166,0.7646,Deserta
158167,0.1375,No deserta
158170,0.4299,No deserta
158172,0.3025,No deserta
158168,0.1142,No deserta
158169,0.108,No deserta
158171,0.0845,No deserta
158176,0.9676,Deserta
158259,0.0381,No deserta
158261,0.4527,No deserta
158260,0.7317,Deserta
158263,0.2028,No deserta
158266,0.0432,No deserta
158264,0.6483,Deserta
158262,0.1587,No deserta
158268,0.3418,No deserta
158267,0.9551,Deserta
158265,0.5556,Deserta
158270,0.0404,No deserta
158283,0.226,No deserta
158284,0.3097,No deserta
158281,0.1167,No deserta
158285,0.723,Deserta
158287,0.8817,Deserta
158288,0.2834,No deserta
158339,0.9408,Deserta
158338,0.6973,Deserta
158336,0.1096,No deserta
158409,0.0243,No deserta
158410,0.1328,No deserta
158407,0.1722,No deserta
158411,0.1727,No deserta
158408,0.0536,No deserta
158421,0.4338,No deserta
158426,0.4985,No deserta
158502,0.0281,No deserta
158501,0.6671,Deserta
158503,0.9434,Deserta
158504,0.6038,Deserta
158505,0.2046,No deserta
158509,0.5452,Deserta
158507,0.9337,Deserta
158511,0.5993,Deserta
158512,0.9592,Deserta
158510,0.8761,Deserta
158547,0.9277,Deserta
158545,0.9217,Deserta
158541,0.8025,Deserta
158546,0.9592,Deserta
158544,0.085,No deserta
158550,0.5621,Deserta
158596,0.685,Deserta
158598,0.0445,No deserta
158603,0.7989,Deserta
158611,0.9497,Deserta
158614,0.2229,No deserta
158613,0.7241,Deserta
158719,0.7905,Deserta
158717,0.1307,No deserta
158716,0.7917,Deserta
158721,0.7941,Deserta
158720,0.4856,No deserta
158718,0.3012,No deserta
158715,0.0481,No deserta
158724,0.2437,No deserta
158725,0.0388,No deserta
158723,0.0322,No deserta
158726,0.3033,No deserta
158740,0.6234,Deserta
158733,0.6017,Deserta
158737,0.8276,Deserta
158735,0.7883,Deserta
158744,0.0378,No deserta
158795,0.181,No deserta
158796,0.2616,No deserta
158808,0.9199,Deserta
158807,0.5813,Deserta
158804,0.0818,No deserta
158805,0.8862,Deserta
158887,0.0667,No deserta
158888,0.7896,Deserta
158896,0.7349,Deserta
158895,0.9165,Deserta
158898,0.3143,No deserta
158972,0.0358,No deserta
158973,0.8266,Deserta
158970,0.8655,Deserta
158971,0.7709,Deserta
158968,0.7077,Deserta
158967,0.3509,No deserta
158969,0.717,Deserta
158995,0.1682,No deserta
158999,0.9335,Deserta
158996,0.3007,No deserta
158997,0.0864,No deserta
158998,0.7866,Deserta
159074,0.1302,No deserta
159073,0.1962,No deserta
159072,0.0443,No deserta
159090,0.7812,Deserta
159094,0.2024,No deserta
159093,0.1322,No deserta
159092,0.8228,Deserta
159091,0.6884,Deserta
159156,0.8169,Deserta
159168,0.0627,No deserta
159170,0.2649,No deserta
159167,0.2988,No deserta
159172,0.5619,Deserta
159169,0.7591,Deserta
159171,0.1107,No deserta
159218,0.653,Deserta
159220,0.4257,No deserta
159234,0.9143,Deserta
159231,0.0431,No deserta
159235,0.942,Deserta
159286,0.1083,No deserta
159294,0.7083,Deserta
159301,0.9013,Deserta
159300,0.8042,Deserta
159321,0.9517,Deserta
159324,0.7439,Deserta
159325,0.9274,Deserta
159326,0.0946,No deserta
159337,0.7919,Deserta
159338,0.9171,Deserta
159334,0.2591,No deserta
159339,0.5819,Deserta
159425,0.5495,Deserta
159424,0.6198,Deserta
159428,0.6486,Deserta
159427,0.9222,Deserta
159434,0.9657,Deserta
159433,0.9662,Deserta
159474,0.9378,Deserta
159487,0.9252,Deserta
159485,0.7845,Deserta
159519,0.2863,No deserta
159523,0.7914,Deserta
159573,0.0289,No deserta
159574,0.8052,Deserta
159579,0.5237,Deserta
159581,0.9512,Deserta
159723,0.813,Deserta
159722,0.3294,No deserta
159738,0.303,No deserta
159742,0.8883,Deserta
159737,0.9549,Deserta
159741,0.8497,Deserta
159739,0.942,Deserta
159740,0.2497,No deserta
159818,0.065,No deserta
159819,0.0403,No deserta
159815,0.0551,No deserta
159817,0.0973,No deserta
159824,0.2118,No deserta
159825,0.3102,No deserta
159832,0.2815,No deserta
159839,0.9292,Deserta
159840,0.804,Deserta
159842,0.9415,Deserta
159843,0.8732,Deserta
159841,0.4454,No deserta
160033,0.1106,No deserta
160035,0.0315,No deserta
160036,0.9457,Deserta
160034,0.8904,Deserta
160044,0.8887,Deserta
160042,0.9405,Deserta
160046,0.956,Deserta
160109,0.0262,No deserta
160106,0.8992,Deserta
160108,0.5787,Deserta
160119,0.2123,No deserta
160118,0.5136,Deserta
160117,0.1956,No deserta
160180,0.7447,Deserta
160181,0.6689,Deserta
160183,0.8933,Deserta
160185,0.7745,Deserta
160184,0.8957,Deserta
160345,0.0925,No deserta
160346,0.1043,No deserta
160344,0.0318,No deserta
160356,0.8573,Deserta
160355,0.9147,Deserta
160357,0.92,Deserta
160374,0.8115,Deserta
160375,0.2131,No deserta
160377,0.7645,Deserta
160378,0.3501,No deserta
160461,0.1605,No deserta
160533,0.6707,Deserta
160534,0.4116,No deserta
160550,0.1351,No deserta
160569,0.0181,No deserta
160568,0.2131,No deserta
160570,0.5577,Deserta
160567,0.0254,No deserta
160571,0.0494,No deserta
160578,0.7685,Deserta
160579,0.7238,Deserta
160575,0.9706,Deserta
160576,0.1397,No deserta
160580,0.2052,No deserta
160577,0.8594,Deserta
160592,0.0225,No deserta
160583,0.0788,No deserta
160584,0.1698,No deserta
160585,0.6317,Deserta
160586,0.6315,Deserta
160595,0.7902,Deserta
160596,0.3743,No deserta
160588,0.019,No deserta
160606,0.7887,Deserta
160615,0.787,Deserta
160605,0.7855,Deserta
160597,0.8174,Deserta
160608,0.0216,No deserta
160599,0.2288,No deserta
160598,0.0273,No deserta
160600,0.0263,No deserta
160602,0.0438,No deserta
160609,0.9461,Deserta
160613,0.1422,No deserta
160626,0.0711,No deserta
160619,0.9285,Deserta
160622,0.13,No deserta
160632,0.8014,Deserta
160623,0.0125,No deserta
160631,0.9628,Deserta
160625,0.6736,Deserta
160624,0.4256,No deserta
160630,0.9255,Deserta
160620,0.174,No deserta
160638,0.7955,Deserta
160647,0.5625,Deserta
160651,0.7986,Deserta
160641,0.3774,No deserta
160645,0.2318,No deserta
160637,0.7795,Deserta
160635,0.7092,Deserta
160642,0.9023,Deserta
160634,0.8001,Deserta
160649,0.5843,Deserta
160646,0.1691,No deserta
160644,0.2787,No deserta
160636,0.4477,No deserta
160639,0.0378,No deserta
160668,0.1069,No deserta
160654,0.8141,Deserta
160664,0.9072,Deserta
160666,0.7567,Deserta
160657,0.4712,No deserta
160663,0.9318,Deserta
160670,0.1694,No deserta
160655,0.0601,No deserta
160653,0.777,Deserta
160656,0.0895,No deserta
160659,0.2368,No deserta
160665,0.1761,No deserta
160672,0.7814,Deserta
160671,0.8766,Deserta
160679,0.9358,Deserta
160678,0.081,No deserta
160676,0.2245,No deserta
160673,0.8319,Deserta
160781,0.1,No deserta
160780,0.747,Deserta
160782,0.4091,No deserta
160785,0.1315,No deserta
160784,0.8832,Deserta
160809,0.7946,Deserta
160857,0.094,No deserta
160858,0.0604,No deserta
160855,0.0372,No deserta
160861,0.2682,No deserta
160859,0.6225,Deserta
160862,0.9168,Deserta
160966,0.59,Deserta
160967,0.6082,Deserta
160969,0.9531,Deserta
160970,0.7753,Deserta
160972,0.338,No deserta
161008,0.3725,No deserta
161007,0.7765,Deserta
161009,0.6686,Deserta
161012,0.8697,Deserta
161011,0.9501,Deserta
161094,0.5859,Deserta
161098,0.8089,Deserta
161097,0.0222,No deserta
161093,0.4558,No deserta
161096,0.6848,Deserta
161101,0.8188,Deserta
161107,0.1068,No deserta
161108,0.8349,Deserta
161109,0.9506,Deserta
161226,0.6288,Deserta
161227,0.0334,No deserta
161229,0.1471,No deserta
161230,0.9355,Deserta
161232,0.1144,No deserta
161233,0.4461,No deserta
161331,0.8695,Deserta
161329,0.6807,Deserta
161332,0.0688,No deserta
161335,0.1113,No deserta
161333,0.0933,No deserta
161336,0.4044,No deserta
161535,0.6767,Deserta
161536,0.9222,Deserta
161546,0.2006,No deserta
161548,0.0196,No deserta
161545,0.1273,No deserta
161549,0.0381,No deserta
161542,0.9419,Deserta
161550,0.8905,Deserta
161540,0.0117,No deserta
161552,0.9547,Deserta
161541,0.968,Deserta
161544,0.4485,No deserta
161553,0.9209,Deserta
161555,0.0101,No deserta
161571,0.0061,No deserta
161604,0.1695,No deserta
161611,0.2103,No deserta
161614,0.595,Deserta
161625,0.1612,No deserta
161638,0.9527,Deserta
161664,0.021,No deserta
161737,0.0927,No deserta
161784,0.8993,Deserta
161799,0.9351,Deserta
161966,0.3736,No deserta
161968,0.0926,No deserta
161967,0.4957,No deserta
161960,0.5106,Deserta
161958,0.0174,No deserta
161970,0.0795,No deserta
161965,0.7931,Deserta
161964,0.8327,Deserta
161969,0.0253,No deserta
162026,0.7659,Deserta
162027,0.6852,Deserta
162207,0.1201,No deserta
162212,0.119,No deserta
162233,0.014,No deserta
162515,0.5743,Deserta
162513,0.0991,No deserta
162540,0.717,Deserta
163002,0.744,Deserta
163076,0.0512,No deserta
163099,0.0766,No deserta
163119,0.1911,No deserta
163136,0.5948,Deserta
163138,0.0756,No deserta
163389,0.9495,Deserta
163388,0.623,Deserta
163409,0.094,No deserta
163453,0.0871,No deserta
163543,0.0652,No deserta
163544,0.9124,Deserta
163573,0.0112,No deserta
163581,0.277,No deserta
163685,0.9184,Deserta
164053,0.1199,No deserta
164160,0.1268,No deserta
164163,0.9188,Deserta
164162,0.4034,No deserta
164164,0.9013,Deserta
164194,0.0748,No deserta
164197,0.8553,Deserta
164199,0.8575,Deserta
164198,0.8211,Deserta
164215,0.0765,No deserta
164216,0.055,No deserta
164259,0.5982,Deserta
164304,0.1265,No deserta
164305,0.7575,Deserta
164314,0.0332,No deserta
164316,0.3712,No deserta
164342,0.5967,Deserta
164348,0.5255,Deserta
164346,0.798,Deserta
164345,0.8821,Deserta
164378,0.7773,Deserta
164402,0.9007,Deserta
164403,0.9395,Deserta
164435,0.0755,No deserta
164434,0.6862,Deserta
164436,0.3972,No deserta
164445,0.3575,No deserta
164446,0.3937,No deserta
164454,0.9618,Deserta
164456,0.9469,Deserta
164481,0.6458,Deserta
164482,0.2482,No deserta
164560,0.0677,No deserta
164585,0.0295,No deserta
164583,0.4265,No deserta
164586,0.7885,Deserta
164674,0.1246,No deserta
164673,0.7514,Deserta
164701,0.9052,Deserta
164716,0.1076,No deserta
164719,0.4585,No deserta
164778,0.383,No deserta
164804,0.0413,No deserta
164805,0.1328,No deserta
164827,0.1175,No deserta
164828,0.0483,No deserta
164829,0.0148,No deserta
164831,0.7795,Deserta
164830,0.8747,Deserta
164851,0.6511,Deserta
164890,0.8877,Deserta
164889,0.3312,No deserta
164937,0.7754,Deserta
164938,0.2008,No deserta
164952,0.1037,No deserta
164980,0.7329,Deserta
164998,0.018,No deserta
164999,0.7994,Deserta
165000,0.8821,Deserta
165058,0.6593,Deserta
165056,0.0428,No deserta
165060,0.8654,Deserta
165061,0.7258,Deserta
165063,0.4627,No deserta
165091,0.116,No deserta
165092,0.9234,Deserta
165125,0.7469,Deserta
165128,0.0451,No deserta
165126,0.3789,No deserta
165129,0.1581,No deserta
165130,0.3279,No deserta
165218,0.4424,No deserta
165217,0.0188,No deserta
165216,0.0205,No deserta
165221,0.0369,No deserta
165224,0.9062,Deserta
165223,0.5717,Deserta
165226,0.7142,Deserta
165222,0.8907,Deserta
165248,0.4358,No deserta
165278,0.0582,No deserta
165281,0.7579,Deserta
165285,0.2063,No deserta
165284,0.0099,No deserta
165292,0.9131,Deserta
165289,0.1153,No deserta
165294,0.591,Deserta
165287,0.013,No deserta
165293,0.0136,No deserta
165288,0.0503,No deserta
165298,0.8881,Deserta
165296,0.0205,No deserta
165295,0.0946,No deserta
165297,0.0434,No deserta
165304,0.9272,Deserta
165302,0.1093,No deserta
165299,0.3214,No deserta
165375,0.0186,No deserta
165377,0.037,No deserta
165384,0.0597,No deserta
165371,0.0454,No deserta
165378,0.0348,No deserta
165376,0.0349,No deserta
165373,0.0777,No deserta
165372,0.0131,No deserta
165379,0.084,No deserta
165388,0.5631,Deserta
165394,0.1124,No deserta
165385,0.1793,No deserta
165387,0.0355,No deserta
165386,0.0103,No deserta
165393,0.027,No deserta
165392,0.2353,No deserta
165398,0.9158,Deserta
165397,0.0694,No deserta
165399,0.9373,Deserta
165516,0.8622,Deserta
165514,0.0732,No deserta
165522,0.024,No deserta
165524,0.0376,No deserta
165523,0.3857,No deserta
165521,0.926,Deserta
165518,0.7031,Deserta
165527,0.1589,No deserta
165528,0.0267,No deserta
165529,0.0875,No deserta
165525,0.0129,No deserta
165526,0.7876,Deserta
165536,0.2071,No deserta
165540,0.6328,Deserta
165531,0.0761,No deserta
165537,0.1222,No deserta
165530,0.2172,No deserta
165539,0.555,Deserta
165535,0.0437,No deserta
165532,0.9077,Deserta
165538,0.1666,No deserta
165541,0.948,Deserta
156409,0.24,No deserta
123572,0.0069,No deserta
151912,0.6774,Deserta
165748,0.6504,Deserta
165749,0.8441,Deserta
165753,0.1158,No deserta
165750,0.7489,Deserta
165747,0.2242,No deserta
165776,0.0418,No deserta
165772,0.0291,No deserta
165774,0.2188,No deserta
165773,0.4166,No deserta
165775,0.0631,No deserta
165780,0.0251,No deserta
165784,0.7762,Deserta
165779,0.5582,Deserta
165781,0.029,No deserta
165782,0.0782,No deserta
165785,0.0639,No deserta
165783,0.0525,No deserta
165787,0.0229,No deserta
165799,0.4558,No deserta
165797,0.5764,Deserta
165800,0.6746,Deserta
165798,0.566,Deserta
165796,0.0491,No deserta
165801,0.0588,No deserta
165811,0.0847,No deserta
165810,0.0519,No deserta
165812,0.1489,No deserta
165806,0.0625,No deserta
165807,0.7146,Deserta
165805,0.6542,Deserta
165802,0.0879,No deserta
165804,0.9441,Deserta
165808,0.8315,Deserta
165819,0.7674,Deserta
165821,0.345,No deserta
165817,0.0228,No deserta
165822,0.1096,No deserta
165814,0.025,No deserta
165815,0.814,Deserta
165823,0.118,No deserta
165816,0.0342,No deserta
165818,0.1417,No deserta
165825,0.8648,Deserta
165828,0.0298,No deserta
165826,0.0945,No deserta
165830,0.0238,No deserta
165935,0.0109,No deserta
165941,0.0947,No deserta
165940,0.9181,Deserta
165943,0.0473,No deserta
165945,0.08,No deserta
165948,0.0782,No deserta
165949,0.1043,No deserta
165936,0.0243,No deserta
165944,0.6788,Deserta
165942,0.0295,No deserta
165937,0.5011,Deserta
165947,0.6385,Deserta
165939,0.0737,No deserta
165946,0.2577,No deserta
165938,0.0527,No deserta
165953,0.0311,No deserta
165951,0.0152,No deserta
165956,0.0448,No deserta
165957,0.0205,No deserta
165954,0.8194,Deserta
165961,0.1198,No deserta
165959,0.0296,No deserta
165952,0.0237,No deserta
165962,0.8506,Deserta
165958,0.0304,No deserta
165960,0.0411,No deserta
166138,0.6614,Deserta
166139,0.7904,Deserta
166140,0.9617,Deserta
166141,0.4572,No deserta
166162,0.6387,Deserta
166161,0.1756,No deserta
166160,0.1028,No deserta
166227,0.0394,No deserta
166226,0.884,Deserta
166229,0.1037,No deserta
166228,0.0421,No deserta
166231,0.0346,No deserta
166230,0.0136,No deserta
166243,0.0353,No deserta
166245,0.0181,No deserta
166244,0.025,No deserta
166246,0.8456,Deserta
166240,0.027,No deserta
166239,0.1011,No deserta
166235,0.0427,No deserta
166242,0.1271,No deserta
166249,0.0579,No deserta
166247,0.0728,No deserta
166236,0.0218,No deserta
166251,0.0366,No deserta
166253,0.8885,Deserta
166254,0.0357,No deserta
166255,0.0633,No deserta
166252,0.0805,No deserta
166387,0.086,No deserta
166395,0.0973,No deserta
166394,0.7499,Deserta
166391,0.019,No deserta
166398,0.1346,No deserta
166397,0.072,No deserta
166390,0.042,No deserta
