identificador,p_desercion,resultado_modelo
180924,0.2872,No deserta
180919,0.1658,No deserta
180921,0.2242,No deserta
180926,0.0826,No deserta
180920,0.2023,No deserta
180925,0.4841,No deserta
180922,0.0658,No deserta
180923,0.2368,No deserta
180928,0.1441,No deserta
180929,0.7134,Deserta
180927,0.1927,No deserta
181126,0.3275,No deserta
181125,0.4123,No deserta
181127,0.2314,No deserta
181380,0.2523,No deserta
181382,0.1207,No deserta
181381,0.089,No deserta
181383,0.4172,No deserta
181387,0.1546,No deserta
181386,0.3666,No deserta
181384,0.5303,Deserta
181385,0.2812,No deserta
181764,0.0914,No deserta
181768,0.1836,No deserta
181765,0.1321,No deserta
181767,0.2492,No deserta
181770,0.2944,No deserta
181771,0.3761,No deserta
181772,0.318,No deserta
182204,0.1825,No deserta
182284,0.0193,No deserta
182337,0.0328,No deserta
182542,0.0879,No deserta
182541,0.1632,No deserta
182543,0.1608,No deserta
182548,0.3778,No deserta
182549,0.079,No deserta
182552,0.1112,No deserta
182784,0.6661,Deserta
182786,0.2013,No deserta
182785,0.3708,No deserta
182794,0.1073,No deserta
182792,0.1172,No deserta
182797,0.7003,Deserta
182802,0.1286,No deserta
182795,0.1872,No deserta
182798,0.8293,Deserta
182791,0.6231,Deserta
182803,0.152,No deserta
182787,0.1871,No deserta
182789,0.0475,No deserta
182799,0.2685,No deserta
182801,0.1066,No deserta
182788,0.2927,No deserta
182796,0.154,No deserta
182804,0.1343,No deserta
182806,0.2282,No deserta
182807,0.3867,No deserta
182826,0.1868,No deserta
182977,0.0021,No deserta
182980,0.0671,No deserta
183191,0.0912,No deserta
183199,0.2996,No deserta
183202,0.1047,No deserta
183260,0.1291,No deserta
183399,0.4013,No deserta
183400,0.2033,No deserta
183416,0.3102,No deserta
183424,0.0293,No deserta
183495,0.1976,No deserta
183867,0.1502,No deserta
183870,0.1957,No deserta
183868,0.0921,No deserta
183995,0.1053,No deserta
183996,0.1014,No deserta
183997,0.1095,No deserta
184079,0.1493,No deserta
184128,0.255,No deserta
184211,0.0687,No deserta
184206,0.1505,No deserta
184212,0.1374,No deserta
184225,0.3095,No deserta
184226,0.1602,No deserta
184240,0.0949,No deserta
184241,0.1428,No deserta
184246,0.4495,No deserta
184244,0.1089,No deserta
184247,0.1593,No deserta
184245,0.3154,No deserta
184269,0.1299,No deserta
184275,0.1835,No deserta
184277,0.3974,No deserta
184307,0.0952,No deserta
184304,0.1755,No deserta
184312,0.3212,No deserta
184309,0.0821,No deserta
184457,0.114,No deserta
184451,0.1708,No deserta
184458,0.1283,No deserta
184459,0.1001,No deserta
184548,0.1602,No deserta
184611,0.229,No deserta
184612,0.1026,No deserta
184632,0.26,No deserta
184656,0.0966,No deserta
184659,0.1351,No deserta
184821,0.1594,No deserta
184956,0.0925,No deserta
185081,0.1016,No deserta
185109,0.1223,No deserta
185209,0.1107,No deserta
185222,0.1337,No deserta
185237,0.3544,No deserta
185392,0.2199,No deserta
185531,0.2069,No deserta
185529,0.09,No deserta
185532,0.2674,No deserta
185537,0.17,No deserta
185541,0.1209,No deserta
185546,0.1392,No deserta
185617,0.1324,No deserta
185620,0.0477,No deserta
185677,0.3051,No deserta
185678,0.1241,No deserta
185731,0.145,No deserta
185738,0.1771,No deserta
185805,0.0828,No deserta
185925,0.1091,No deserta
185924,0.1313,No deserta
186057,0.1659,No deserta
186104,0.5012,Deserta
186108,0.0694,No deserta
186110,0.2863,No deserta
186112,0.0516,No deserta
186262,0.217,No deserta
186401,0.1362,No deserta
186425,0.1344,No deserta
186574,0.0604,No deserta
186575,0.1076,No deserta
186573,0.0723,No deserta
186576,0.1124,No deserta
186581,0.1476,No deserta
186580,0.1652,No deserta
186583,0.1339,No deserta
186582,0.3936,No deserta
186602,0.0733,No deserta
186629,0.0707,No deserta
186632,0.1542,No deserta
186627,0.2159,No deserta
186626,0.0297,No deserta
186744,0.1444,No deserta
186782,0.075,No deserta
186877,0.0452,No deserta
186908,0.0718,No deserta
186916,0.2273,No deserta
186991,0.17,No deserta
187169,0.2398,No deserta
187291,0.0615,No deserta
187297,0.2825,No deserta
187292,0.0657,No deserta
187296,0.2879,No deserta
187427,0.0841,No deserta
187563,0.0592,No deserta
187566,0.1172,No deserta
187721,0.1814,No deserta
187733,0.2868,No deserta
187793,0.0162,No deserta
187794,0.0701,No deserta
187795,0.1431,No deserta
187796,0.022,No deserta
187797,0.0217,No deserta
187817,0.057,No deserta
187818,0.0105,No deserta
187819,0.0114,No deserta
187820,0.0352,No deserta
187821,0.0106,No deserta
187824,0.0113,No deserta
187827,0.0737,No deserta
187828,0.0308,No deserta
187894,0.0634,No deserta
187893,0.0644,No deserta
187896,0.1966,No deserta
187902,0.1966,No deserta
187983,0.1863,No deserta
188065,0.0678,No deserta
188067,0.1149,No deserta
188068,0.0232,No deserta
188226,0.2697,No deserta
188234,0.0355,No deserta
188235,0.0198,No deserta
188236,0.0366,No deserta
188237,0.0648,No deserta
188239,0.0212,No deserta
188241,0.1736,No deserta
188249,0.1279,No deserta
188250,0.0942,No deserta
188270,0.1885,No deserta
188269,0.1692,No deserta
188316,0.0903,No deserta
188573,0.742,Deserta
188733,0.0115,No deserta
188742,0.0287,No deserta
188791,0.2288,No deserta
188958,0.0352,No deserta
188990,0.0042,No deserta
189042,0.0706,No deserta
189055,0.1223,No deserta
189048,0.0791,No deserta
189049,0.0761,No deserta
189082,0.041,No deserta
189379,0.1701,No deserta
189391,0.0535,No deserta
189387,0.0983,No deserta
189389,0.1283,No deserta
189384,0.0493,No deserta
189509,0.0224,No deserta
189687,0.0859,No deserta
189836,0.0324,No deserta
190114,0.0967,No deserta
190133,0.0814,No deserta
190123,0.0973,No deserta
190129,0.1062,No deserta
190128,0.0969,No deserta
190132,0.0946,No deserta
190125,0.0416,No deserta
190141,0.1657,No deserta
190135,0.0701,No deserta
190139,0.0854,No deserta
190145,0.0498,No deserta
190147,0.1043,No deserta
190157,0.4212,No deserta
190170,0.0374,No deserta
190169,0.0889,No deserta
190194,0.0464,No deserta
190195,0.1421,No deserta
190190,0.0519,No deserta
190215,0.0819,No deserta
190209,0.1293,No deserta
190201,0.54,Deserta
190223,0.3916,No deserta
190235,0.0942,No deserta
190236,0.231,No deserta
190226,0.3912,No deserta
190218,0.0739,No deserta
190229,0.0804,No deserta
190247,0.1082,No deserta
190237,0.1962,No deserta
190276,0.0862,No deserta
190269,0.0586,No deserta
190264,0.051,No deserta
190273,0.1277,No deserta
190270,0.2192,No deserta
190339,0.0045,No deserta
190541,0.0153,No deserta
190905,0.2672,No deserta
191072,0.0662,No deserta
191195,0.0544,No deserta
191223,0.0959,No deserta
191309,0.0394,No deserta
191310,0.0526,No deserta
191311,0.0342,No deserta
191312,0.1121,No deserta
